Theta [deg.],Phi   [deg.],Abs(RCS )[dB(m^2)],Abs(Theta)[dB(m^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(m^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
126,192,-1.29E+02,-1.30E+02,116.586,-1.36E+02,85.736,1.40E+01
129,192,-1.23E+02,-1.24E+02,246.181,-1.36E+02,265.808,2.24E+01
132,192,-1.25E+02,-1.25E+02,32.584,-1.41E+02,353.682,2.04E+01
135,192,-1.33E+02,-1.34E+02,156.561,-1.39E+02,135.426,1.61E+01
138,192,-1.30E+02,-1.30E+02,196.089,-1.46E+02,149.32,1.88E+01
141,192,-1.27E+02,-1.28E+02,19.087,-1.38E+02,347.775,1.69E+01
144,192,-1.25E+02,-1.25E+02,229.545,-1.35E+02,228.279,4.00E+01
147,192,-1.28E+02,-1.28E+02,22.483,-1.40E+02,57.501,1.69E+01
150,192,-1.26E+02,-1.27E+02,46.187,-1.39E+02,41.95,3.53E+01
153,192,-1.22E+02,-1.22E+02,199.429,-1.38E+02,194.753,3.81E+01
156,192,-1.31E+02,-1.31E+02,21.535,-1.48E+02,319.484,1.79E+01
159,192,-1.24E+02,-1.24E+02,184.189,-1.37E+02,181.8,4.00E+01
162,192,-1.25E+02,-1.25E+02,227.894,-1.38E+02,215.602,2.66E+01
165,192,-1.21E+02,-1.21E+02,41.153,-1.34E+02,39.705,4.00E+01
168,192,-1.23E+02,-1.24E+02,224.122,-1.39E+02,217.076,3.40E+01
171,192,-1.21E+02,-1.21E+02,20.209,-1.35E+02,14.835,3.47E+01
174,192,-1.24E+02,-1.24E+02,40.225,-1.37E+02,41.541,4.00E+01
177,192,-1.24E+02,-1.25E+02,249.159,-1.38E+02,249.488,4.00E+01
180,192,-1.14E+02,-1.14E+02,27.39,-1.28E+02,27.387,4.00E+01
0,195,-7.46E+01,-7.49E+01,273.042,-8.64E+01,93.042,4.00E+01
3,195,-8.99E+01,-9.02E+01,104.155,-1.02E+02,283.917,4.00E+01
6,195,-9.53E+01,-9.56E+01,2.174,-1.07E+02,182.097,4.00E+01
9,195,-1.00E+02,-1.01E+02,323.522,-1.12E+02,144.479,4.00E+01
12,195,-9.69E+01,-9.72E+01,197.445,-1.09E+02,18.672,4.00E+01
15,195,-9.77E+01,-9.80E+01,37.174,-1.10E+02,219.075,4.00E+01
18,195,-1.00E+02,-1.01E+02,225.472,-1.12E+02,47.937,3.96E+01
21,195,-1.03E+02,-1.04E+02,42.473,-1.15E+02,224.475,4.00E+01
24,195,-1.05E+02,-1.05E+02,208.926,-1.17E+02,28.106,4.00E+01
27,195,-1.05E+02,-1.06E+02,12.243,-1.17E+02,189.296,3.78E+01
30,195,-1.05E+02,-1.06E+02,177.947,-1.17E+02,355.174,3.79E+01
33,195,-1.06E+02,-1.06E+02,343.818,-1.17E+02,162.901,4.00E+01
36,195,-1.07E+02,-1.08E+02,147.838,-1.18E+02,330.256,3.86E+01
39,195,-1.10E+02,-1.10E+02,307.226,-1.21E+02,134.213,2.94E+01
42,195,-1.13E+02,-1.13E+02,94.987,-1.24E+02,287.146,2.54E+01
45,195,-1.15E+02,-1.15E+02,238.106,-1.28E+02,64.666,3.20E+01
48,195,-1.17E+02,-1.17E+02,14.671,-1.29E+02,188.262,3.14E+01
51,195,-1.17E+02,-1.18E+02,152.376,-1.27E+02,327.42,3.19E+01
54,195,-1.17E+02,-1.18E+02,297.917,-1.26E+02,120.202,3.78E+01
57,195,-1.18E+02,-1.18E+02,92.827,-1.27E+02,280.588,2.69E+01
60,195,-1.20E+02,-1.20E+02,252.673,-1.28E+02,85.353,2.20E+01
63,195,-1.24E+02,-1.25E+02,52.123,-1.31E+02,253.218,1.63E+01
66,195,-1.31E+02,-1.33E+02,191.39,-1.35E+02,61.62,7.23E+00
69,195,-1.34E+02,-1.35E+02,305.661,-1.44E+02,237.176,1.04E+01
72,195,-1.34E+02,-1.34E+02,109.231,-1.57E+02,113.795,4.00E+01
75,195,-1.37E+02,-1.37E+02,295.075,-1.55E+02,327.134,2.35E+01
78,195,-1.40E+02,-1.40E+02,115.466,-1.53E+02,130.213,2.48E+01
81,195,-1.41E+02,-1.42E+02,242.313,-1.49E+02,312.878,7.72E+00
84,195,-1.35E+02,-1.35E+02,24.912,-1.44E+02,130.98,9.07E+00
87,195,-1.32E+02,-1.32E+02,190.363,-1.42E+02,307.194,1.08E+01
90,195,-1.33E+02,-1.33E+02,357.702,-1.42E+02,129.463,1.20E+01
93,195,-1.36E+02,-1.38E+02,165.303,-1.43E+02,324.622,1.64E+01
96,195,-1.40E+02,-1.45E+02,2.798,-1.42E+02,166.708,1.76E+01
99,195,-1.37E+02,-1.40E+02,222.939,-1.39E+02,8.784,1.03E+01
102,195,-1.32E+02,-1.35E+02,31.722,-1.36E+02,207.006,2.78E+01
105,195,-1.30E+02,-1.34E+02,189.897,-1.32E+02,38.694,1.20E+01
108,195,-1.28E+02,-1.34E+02,324.154,-1.30E+02,227.414,4.55E+00
111,195,-1.27E+02,-1.30E+02,98.951,-1.29E+02,57.912,8.59E+00
114,195,-1.25E+02,-1.27E+02,262.208,-1.31E+02,251.029,2.11E+01
117,195,-1.25E+02,-1.26E+02,72.467,-1.33E+02,81.181,2.53E+01
120,195,-1.27E+02,-1.28E+02,229.586,-1.38E+02,240.496,2.50E+01
123,195,-1.29E+02,-1.30E+02,348.92,-1.36E+02,6.282,1.89E+01
126,195,-1.27E+02,-1.27E+02,110.643,-1.38E+02,169.172,1.19E+01
129,195,-1.26E+02,-1.26E+02,240.11,-1.45E+02,158.016,1.85E+01
132,195,-1.27E+02,-1.28E+02,7.526,-1.34E+02,335.098,1.29E+01
135,195,-1.33E+02,-1.33E+02,94.729,-1.44E+02,141.581,1.36E+01
138,195,-1.27E+02,-1.27E+02,192.978,-1.36E+02,163.174,1.54E+01
141,195,-1.26E+02,-1.27E+02,23.354,-1.36E+02,10.675,2.28E+01
144,195,-1.26E+02,-1.27E+02,250.945,-1.35E+02,255.979,3.07E+01
147,195,-1.41E+02,-1.42E+02,308.949,-1.52E+02,150.674,1.98E+01
150,195,-1.25E+02,-1.25E+02,47.516,-1.36E+02,51.722,3.42E+01
153,195,-1.22E+02,-1.22E+02,190.432,-1.36E+02,176.769,2.66E+01
156,195,-1.35E+02,-1.35E+02,28.883,-1.47E+02,326.158,1.34E+01
159,195,-1.27E+02,-1.28E+02,171.828,-1.39E+02,175.986,3.51E+01
162,195,-1.23E+02,-1.23E+02,225.06,-1.34E+02,217.974,2.98E+01
165,195,-1.21E+02,-1.21E+02,34.662,-1.33E+02,32.953,4.00E+01
168,195,-1.25E+02,-1.25E+02,224.731,-1.39E+02,217.219,3.18E+01
171,195,-1.22E+02,-1.22E+02,15.32,-1.34E+02,9.682,3.25E+01
174,195,-1.23E+02,-1.23E+02,40.207,-1.34E+02,41.128,4.00E+01
177,195,-1.24E+02,-1.24E+02,248.42,-1.36E+02,248.72,4.00E+01
180,195,-1.14E+02,-1.14E+02,27.39,-1.26E+02,27.388,4.00E+01
0,198,-7.46E+01,-7.51E+01,273.042,-8.48E+01,93.042,4.00E+01
3,198,-9.06E+01,-9.10E+01,104.988,-1.01E+02,284.669,4.00E+01
6,198,-9.57E+01,-9.61E+01,8.922,-1.06E+02,188.939,4.00E+01
9,198,-9.95E+01,-9.99E+01,329.57,-1.10E+02,150.75,4.00E+01
12,198,-9.62E+01,-9.66E+01,204.28,-1.07E+02,25.427,4.00E+01
15,198,-9.70E+01,-9.74E+01,47.399,-1.07E+02,229.297,4.00E+01
18,198,-9.94E+01,-9.98E+01,240.399,-1.10E+02,63.22,3.69E+01
21,198,-1.02E+02,-1.03E+02,64.364,-1.13E+02,247.946,3.49E+01
24,198,-1.05E+02,-1.06E+02,237.411,-1.16E+02,59.922,3.82E+01
27,198,-1.07E+02,-1.07E+02,40.269,-1.17E+02,219.144,4.00E+01
30,198,-1.07E+02,-1.08E+02,200.994,-1.17E+02,16.948,3.37E+01
33,198,-1.07E+02,-1.08E+02,3.115,-1.17E+02,179.365,3.39E+01
36,198,-1.08E+02,-1.08E+02,167.593,-1.17E+02,346.062,4.00E+01
39,198,-1.09E+02,-1.10E+02,331.217,-1.18E+02,153.061,3.94E+01
42,198,-1.11E+02,-1.12E+02,128.72,-1.20E+02,316.586,2.68E+01
45,198,-1.14E+02,-1.15E+02,283.568,-1.24E+02,116.884,2.28E+01
48,198,-1.18E+02,-1.18E+02,71.37,-1.29E+02,266.272,2.30E+01
51,198,-1.21E+02,-1.22E+02,209.065,-1.33E+02,26.187,3.83E+01
54,198,-1.22E+02,-1.23E+02,337.7,-1.31E+02,143.828,2.20E+01
57,198,-1.21E+02,-1.22E+02,119.344,-1.29E+02,293.641,2.85E+01
60,198,-1.21E+02,-1.22E+02,276.693,-1.28E+02,95.723,4.00E+01
63,198,-1.23E+02,-1.24E+02,82.343,-1.28E+02,263.151,4.00E+01
66,198,-1.25E+02,-1.27E+02,249.63,-1.30E+02,72.444,3.25E+01
69,198,-1.29E+02,-1.32E+02,48.594,-1.32E+02,241.994,1.86E+01
72,198,-1.31E+02,-1.35E+02,195.691,-1.34E+02,50.042,1.03E+01
75,198,-1.32E+02,-1.35E+02,354.395,-1.35E+02,215.187,8.59E+00
78,198,-1.33E+02,-1.36E+02,163.51,-1.36E+02,20.203,9.62E+00
81,198,-1.34E+02,-1.37E+02,320.405,-1.37E+02,186.153,7.50E+00
84,198,-1.35E+02,-1.38E+02,92.86,-1.38E+02,349.417,2.19E+00
87,198,-1.34E+02,-1.36E+02,234.671,-1.39E+02,143.061,2.96E+00
90,198,-1.34E+02,-1.37E+02,38.118,-1.38E+02,290.401,3.00E+00
93,198,-1.34E+02,-1.41E+02,220.174,-1.36E+02,85.841,9.47E+00
96,198,-1.33E+02,-1.45E+02,74.824,-1.33E+02,251.892,3.81E+01
99,198,-1.31E+02,-1.45E+02,281.779,-1.31E+02,64.592,1.83E+01
102,198,-1.30E+02,-1.49E+02,132.895,-1.30E+02,241.732,1.95E+01
105,198,-1.30E+02,-1.42E+02,33.316,-1.31E+02,64.052,1.80E+01
108,198,-1.32E+02,-1.35E+02,220.522,-1.34E+02,256.758,9.88E+00
111,198,-1.32E+02,-1.33E+02,37.733,-1.40E+02,135.054,7.75E+00
114,198,-1.31E+02,-1.32E+02,215.691,-1.36E+02,43.176,2.45E+01
117,198,-1.30E+02,-1.33E+02,21.978,-1.32E+02,273.798,2.98E+00
120,198,-1.26E+02,-1.31E+02,169.511,-1.28E+02,136.065,1.12E+01
123,198,-1.24E+02,-1.29E+02,318.755,-1.26E+02,342.737,1.39E+01
126,198,-1.26E+02,-1.28E+02,103.679,-1.29E+02,191.165,8.98E-01
129,198,-1.28E+02,-1.30E+02,227.348,-1.33E+02,105.172,6.26E+00
132,198,-1.28E+02,-1.32E+02,328.799,-1.30E+02,329.08,4.00E+01
135,198,-1.28E+02,-1.28E+02,58.883,-1.51E+02,281.407,2.67E+01
138,198,-1.26E+02,-1.27E+02,198.81,-1.31E+02,167.743,1.19E+01
141,198,-1.31E+02,-1.32E+02,21.422,-1.35E+02,36.853,1.78E+01
144,198,-1.28E+02,-1.30E+02,278.48,-1.34E+02,297.075,1.70E+01
147,198,-1.30E+02,-1.30E+02,225.767,-1.37E+02,223.118,3.53E+01
150,198,-1.24E+02,-1.24E+02,48.583,-1.34E+02,58.953,2.59E+01
153,198,-1.23E+02,-1.23E+02,180.416,-1.34E+02,159.563,2.05E+01
156,198,-1.45E+02,-1.47E+02,69.956,-1.50E+02,321.334,4.54E+00
159,198,-1.33E+02,-1.33E+02,136.984,-1.46E+02,156.166,2.29E+01
162,198,-1.22E+02,-1.22E+02,223.796,-1.32E+02,220.403,3.50E+01
165,198,-1.21E+02,-1.21E+02,27.674,-1.32E+02,25.156,3.85E+01
168,198,-1.27E+02,-1.27E+02,227.051,-1.40E+02,218.989,3.03E+01
171,198,-1.23E+02,-1.24E+02,7.7,-1.34E+02,1.724,3.05E+01
174,198,-1.22E+02,-1.22E+02,40.094,-1.31E+02,40.626,4.00E+01
177,198,-1.24E+02,-1.24E+02,247.702,-1.34E+02,247.96,4.00E+01
180,198,-1.14E+02,-1.14E+02,27.39,-1.24E+02,27.388,4.00E+01
0,201,-7.46E+01,-7.52E+01,273.042,-8.36E+01,93.042,4.00E+01
3,201,-9.15E+01,-9.21E+01,106.165,-1.00E+02,285.73,4.00E+01
6,201,-9.59E+01,-9.65E+01,17.744,-1.05E+02,197.993,4.00E+01
9,201,-9.84E+01,-9.91E+01,334.799,-1.07E+02,156.082,4.00E+01
12,201,-9.55E+01,-9.61E+01,210.714,-1.04E+02,31.633,4.00E+01
15,201,-9.62E+01,-9.68E+01,57.141,-1.05E+02,238.766,4.00E+01
18,201,-9.84E+01,-9.90E+01,254.205,-1.07E+02,76.787,3.64E+01
21,201,-1.01E+02,-1.02E+02,84.363,-1.10E+02,268.089,3.32E+01
24,201,-1.04E+02,-1.05E+02,266.532,-1.13E+02,91.057,3.16E+01
27,201,-1.07E+02,-1.07E+02,78.382,-1.16E+02,262.621,3.24E+01
30,201,-1.09E+02,-1.09E+02,240.334,-1.19E+02,60.77,4.00E+01
33,201,-1.10E+02,-1.10E+02,35.565,-1.19E+02,210.907,3.16E+01
36,201,-1.10E+02,-1.10E+02,194.507,-1.18E+02,8.424,2.87E+01
39,201,-1.10E+02,-1.11E+02,356.019,-1.18E+02,171.558,3.09E+01
42,201,-1.11E+02,-1.12E+02,156.487,-1.19E+02,336.304,4.00E+01
45,201,-1.13E+02,-1.14E+02,317.428,-1.20E+02,142.305,2.96E+01
48,201,-1.15E+02,-1.16E+02,117.897,-1.23E+02,308.563,2.28E+01
51,201,-1.19E+02,-1.20E+02,277.102,-1.26E+02,113.941,1.92E+01
54,201,-1.24E+02,-1.24E+02,70.774,-1.33E+02,276.446,1.66E+01
57,201,-1.30E+02,-1.30E+02,203.857,-1.47E+02,36.639,3.02E+01
60,201,-1.30E+02,-1.31E+02,320.05,-1.37E+02,99.674,1.12E+01
63,201,-1.28E+02,-1.29E+02,112.589,-1.33E+02,264.331,1.27E+01
66,201,-1.27E+02,-1.29E+02,279.368,-1.31E+02,74.566,1.34E+01
69,201,-1.28E+02,-1.31E+02,86.131,-1.31E+02,243.79,1.41E+01
72,201,-1.29E+02,-1.34E+02,250.984,-1.31E+02,51.096,1.55E+01
75,201,-1.30E+02,-1.35E+02,51.684,-1.31E+02,217.033,1.85E+01
78,201,-1.30E+02,-1.35E+02,210.851,-1.32E+02,23.22,2.43E+01
81,201,-1.30E+02,-1.37E+02,11.898,-1.32E+02,189.261,3.40E+01
84,201,-1.31E+02,-1.40E+02,174.305,-1.32E+02,352.416,3.89E+01
87,201,-1.32E+02,-1.43E+02,339.64,-1.32E+02,151.867,2.95E+01
90,201,-1.32E+02,-1.44E+02,158.521,-1.32E+02,309.557,1.93E+01
93,201,-1.31E+02,-1.42E+02,350.784,-1.32E+02,110.178,1.19E+01
96,201,-1.31E+02,-1.39E+02,180.866,-1.32E+02,277.145,7.40E+00
99,201,-1.31E+02,-1.37E+02,5.059,-1.32E+02,91.888,4.47E+00
102,201,-1.32E+02,-1.36E+02,185.058,-1.34E+02,276.325,1.89E+00
105,201,-1.34E+02,-1.37E+02,359.635,-1.37E+02,130.178,6.79E+00
108,201,-1.33E+02,-1.39E+02,154.55,-1.34E+02,15.221,1.05E+01
111,201,-1.28E+02,-1.37E+02,289.982,-1.29E+02,218.502,9.32E+00
114,201,-1.26E+02,-1.34E+02,97.501,-1.26E+02,53.174,1.11E+01
117,201,-1.25E+02,-1.31E+02,289.053,-1.27E+02,258.192,1.26E+01
120,201,-1.25E+02,-1.30E+02,127.604,-1.26E+02,117.176,2.15E+01
123,201,-1.25E+02,-1.30E+02,308.707,-1.26E+02,325.366,1.79E+01
126,201,-1.29E+02,-1.35E+02,77.918,-1.30E+02,169.641,4.78E+00
129,201,-1.29E+02,-1.30E+02,186.334,-1.35E+02,97.501,5.19E+00
132,201,-1.30E+02,-1.35E+02,308.216,-1.32E+02,319.577,2.05E+01
135,201,-1.26E+02,-1.26E+02,34.445,-1.41E+02,323.122,1.56E+01
138,201,-1.26E+02,-1.28E+02,211.356,-1.30E+02,167.131,8.04E+00
141,201,-1.33E+02,-1.36E+02,193.835,-1.37E+02,78.642,4.13E+00
144,201,-1.30E+02,-1.34E+02,341.987,-1.32E+02,331.446,2.09E+01
147,201,-1.27E+02,-1.28E+02,221.639,-1.33E+02,234.96,2.00E+01
150,201,-1.23E+02,-1.24E+02,47.577,-1.34E+02,65.393,2.12E+01
153,201,-1.26E+02,-1.26E+02,167.008,-1.34E+02,141.075,1.59E+01
156,201,-1.37E+02,-1.37E+02,186.536,-1.55E+02,228.143,2.21E+01
159,201,-1.34E+02,-1.34E+02,70.626,-1.47E+02,34.867,1.84E+01
162,201,-1.21E+02,-1.22E+02,223.922,-1.30E+02,223.399,4.00E+01
165,201,-1.22E+02,-1.22E+02,19.502,-1.32E+02,15.238,3.31E+01
168,201,-1.32E+02,-1.32E+02,235.842,-1.46E+02,230.047,3.40E+01
171,201,-1.25E+02,-1.26E+02,355.175,-1.34E+02,348.903,2.89E+01
174,201,-1.21E+02,-1.21E+02,39.877,-1.29E+02,40.032,4.00E+01
177,201,-1.23E+02,-1.24E+02,247.073,-1.32E+02,247.276,4.00E+01
180,201,-1.14E+02,-1.14E+02,27.39,-1.23E+02,27.388,4.00E+01
0,204,-7.46E+01,-7.54E+01,273.042,-8.25E+01,93.042,4.00E+01
3,204,-9.27E+01,-9.35E+01,107.896,-1.01E+02,287.287,4.00E+01
6,204,-9.60E+01,-9.67E+01,28.583,-1.04E+02,209.249,4.00E+01
9,204,-9.73E+01,-9.82E+01,338.868,-1.05E+02,160.161,4.00E+01
12,204,-9.48E+01,-9.56E+01,216.52,-1.03E+02,37.09,4.00E+01
15,204,-9.55E+01,-9.63E+01,66.26,-1.03E+02,247.402,4.00E+01
18,204,-9.75E+01,-9.83E+01,266.657,-1.05E+02,88.582,3.80E+01
21,204,-9.99E+01,-1.01E+02,101.121,-1.08E+02,283.938,3.46E+01
24,204,-1.02E+02,-1.03E+02,289.605,-1.10E+02,113.353,3.21E+01
27,204,-1.05E+02,-1.06E+02,111.674,-1.13E+02,296.639,2.97E+01
30,204,-1.08E+02,-1.09E+02,286.449,-1.16E+02,112.693,2.78E+01
33,204,-1.11E+02,-1.11E+02,90.47,-1.19E+02,276.866,2.81E+01
36,204,-1.13E+02,-1.14E+02,245.741,-1.22E+02,65.502,4.00E+01
39,204,-1.14E+02,-1.15E+02,37.419,-1.23E+02,207.922,2.47E+01
42,204,-1.15E+02,-1.15E+02,190.699,-1.22E+02,359.813,2.25E+01
45,204,-1.15E+02,-1.16E+02,348.176,-1.21E+02,161.07,2.56E+01
48,204,-1.15E+02,-1.17E+02,149.786,-1.21E+02,327.379,3.47E+01
51,204,-1.17E+02,-1.18E+02,313.034,-1.22E+02,135.701,3.36E+01
54,204,-1.19E+02,-1.20E+02,118.224,-1.24E+02,305.771,2.44E+01
57,204,-1.22E+02,-1.23E+02,285.683,-1.27E+02,118.129,1.99E+01
60,204,-1.25E+02,-1.27E+02,92.575,-1.30E+02,294.508,1.48E+01
63,204,-1.30E+02,-1.32E+02,252.678,-1.35E+02,117.19,8.27E+00
66,204,-1.35E+02,-1.37E+02,37.301,-1.40E+02,313.094,3.96E+00
69,204,-1.37E+02,-1.38E+02,180.512,-1.44E+02,184.074,3.19E+01
72,204,-1.35E+02,-1.37E+02,333.688,-1.40E+02,26.09,6.65E+00
75,204,-1.35E+02,-1.38E+02,126.956,-1.37E+02,203.156,2.18E+00
78,204,-1.34E+02,-1.39E+02,282.911,-1.36E+02,15.202,2.46E+00
81,204,-1.34E+02,-1.39E+02,88.063,-1.35E+02,184.92,3.38E+00
84,204,-1.33E+02,-1.38E+02,259.645,-1.35E+02,351.081,2.93E+00
87,204,-1.33E+02,-1.37E+02,69.084,-1.35E+02,153.393,2.19E+00
90,204,-1.33E+02,-1.37E+02,235.875,-1.36E+02,314.781,1.96E+00
93,204,-1.33E+02,-1.36E+02,44.181,-1.37E+02,119.305,2.37E+00
96,204,-1.34E+02,-1.36E+02,216.014,-1.40E+02,292.77,4.33E+00
99,204,-1.36E+02,-1.36E+02,30.197,-1.46E+02,152.375,1.16E+01
102,204,-1.36E+02,-1.39E+02,200.061,-1.38E+02,42.435,1.41E+01
105,204,-1.32E+02,-1.47E+02,318.228,-1.32E+02,229.875,1.46E+01
108,204,-1.28E+02,-1.36E+02,51.957,-1.29E+02,49.894,3.76E+01
111,204,-1.27E+02,-1.31E+02,222.037,-1.29E+02,228.659,2.50E+01
114,204,-1.28E+02,-1.30E+02,43.721,-1.31E+02,46.054,3.39E+01
117,204,-1.33E+02,-1.35E+02,241.612,-1.38E+02,222.406,1.61E+01
120,204,-1.38E+02,-1.39E+02,122.935,-1.48E+02,54.354,9.24E+00
123,204,-1.38E+02,-1.44E+02,316.229,-1.39E+02,244.823,5.79E+00
126,204,-1.31E+02,-1.36E+02,351.484,-1.33E+02,56.68,4.95E+00
129,204,-1.28E+02,-1.28E+02,153.205,-1.36E+02,222.777,8.59E+00
132,204,-1.32E+02,-1.32E+02,315.684,-1.45E+02,279.351,1.71E+01
135,204,-1.27E+02,-1.28E+02,3.449,-1.37E+02,352.689,2.42E+01
138,204,-1.29E+02,-1.31E+02,205.37,-1.34E+02,159.591,8.37E+00
141,204,-1.25E+02,-1.25E+02,185.688,-1.35E+02,141.402,1.33E+01
144,204,-1.26E+02,-1.28E+02,39.919,-1.31E+02,353.078,7.76E+00
147,204,-1.29E+02,-1.32E+02,239.84,-1.32E+02,251.342,2.00E+01
150,204,-1.25E+02,-1.25E+02,41.8,-1.36E+02,72.82,1.71E+01
153,204,-1.29E+02,-1.31E+02,139.516,-1.34E+02,117.695,1.47E+01
156,204,-1.30E+02,-1.30E+02,194.07,-1.43E+02,183.415,2.81E+01
159,204,-1.30E+02,-1.31E+02,41.041,-1.39E+02,7.201,1.42E+01
162,204,-1.22E+02,-1.23E+02,225.628,-1.30E+02,227.845,3.70E+01
165,204,-1.23E+02,-1.24E+02,8.15,-1.33E+02,0.008,2.68E+01
168,204,-1.40E+02,-1.40E+02,297.429,-1.48E+02,354.684,9.44E+00
171,204,-1.27E+02,-1.28E+02,334.147,-1.35E+02,328.128,2.83E+01
174,204,-1.20E+02,-1.20E+02,39.552,-1.27E+02,39.338,4.00E+01
177,204,-1.23E+02,-1.24E+02,246.594,-1.31E+02,246.73,4.00E+01
180,204,-1.14E+02,-1.15E+02,27.39,-1.22E+02,27.388,4.00E+01
0,207,-7.46E+01,-7.56E+01,273.042,-8.15E+01,93.042,4.00E+01
3,207,-9.44E+01,-9.54E+01,110.638,-1.01E+02,289.757,4.00E+01
6,207,-9.57E+01,-9.66E+01,40.714,-1.03E+02,221.931,4.00E+01
9,207,-9.63E+01,-9.73E+01,341.692,-1.03E+02,162.941,4.00E+01
12,207,-9.44E+01,-9.54E+01,221.723,-1.01E+02,41.855,4.00E+01
15,207,-9.52E+01,-9.62E+01,75.139,-1.02E+02,255.636,4.00E+01
18,207,-9.71E+01,-9.82E+01,278.518,-1.04E+02,99.521,4.00E+01
21,207,-9.94E+01,-1.01E+02,115.96,-1.06E+02,297.387,3.97E+01
24,207,-1.02E+02,-1.03E+02,307.958,-1.08E+02,129.861,3.72E+01
27,207,-1.04E+02,-1.05E+02,135.473,-1.10E+02,317.912,3.49E+01
30,207,-1.06E+02,-1.07E+02,317.645,-1.12E+02,141.258,3.15E+01
33,207,-1.08E+02,-1.09E+02,134.577,-1.14E+02,320.186,2.76E+01
36,207,-1.11E+02,-1.12E+02,306.187,-1.17E+02,134.824,2.41E+01
39,207,-1.14E+02,-1.15E+02,112.034,-1.21E+02,303.84,2.18E+01
42,207,-1.18E+02,-1.19E+02,267.998,-1.27E+02,98.382,2.42E+01
45,207,-1.21E+02,-1.21E+02,53.016,-1.31E+02,219.532,2.28E+01
48,207,-1.21E+02,-1.22E+02,198.911,-1.28E+02,352.698,1.46E+01
51,207,-1.21E+02,-1.22E+02,350.601,-1.26E+02,150.413,1.57E+01
54,207,-1.20E+02,-1.23E+02,150.597,-1.25E+02,316.528,1.85E+01
57,207,-1.21E+02,-1.23E+02,315.552,-1.25E+02,125.805,2.15E+01
60,207,-1.22E+02,-1.24E+02,123.429,-1.25E+02,297.707,2.61E+01
63,207,-1.23E+02,-1.26E+02,291.684,-1.26E+02,110.246,3.80E+01
66,207,-1.24E+02,-1.28E+02,98.716,-1.27E+02,282.255,3.02E+01
69,207,-1.26E+02,-1.29E+02,262.089,-1.29E+02,93.277,2.02E+01
72,207,-1.28E+02,-1.31E+02,62.068,-1.31E+02,264.668,1.40E+01
75,207,-1.30E+02,-1.33E+02,221.248,-1.32E+02,75.322,1.04E+01
78,207,-1.32E+02,-1.35E+02,19.458,-1.34E+02,244.35,7.84E+00
81,207,-1.33E+02,-1.37E+02,173.88,-1.36E+02,52.949,5.16E+00
84,207,-1.34E+02,-1.38E+02,326.146,-1.36E+02,221.109,2.56E+00
87,207,-1.34E+02,-1.38E+02,121.428,-1.37E+02,26.429,1.05E+00
90,207,-1.34E+02,-1.38E+02,280.785,-1.37E+02,186.528,1.06E+00
93,207,-1.34E+02,-1.38E+02,82.931,-1.37E+02,341.066,2.51E+00
96,207,-1.35E+02,-1.41E+02,245.665,-1.36E+02,132.491,6.65E+00
99,207,-1.33E+02,-1.50E+02,46.882,-1.33E+02,288.466,1.74E+01
102,207,-1.31E+02,-1.48E+02,51.225,-1.31E+02,93.492,2.12E+01
105,207,-1.29E+02,-1.39E+02,215.633,-1.29E+02,266.032,1.27E+01
108,207,-1.30E+02,-1.36E+02,20.595,-1.31E+02,85.973,6.06E+00
111,207,-1.33E+02,-1.34E+02,182.218,-1.41E+02,306.911,9.64E+00
114,207,-1.30E+02,-1.34E+02,338.675,-1.31E+02,237.858,3.33E+00
117,207,-1.26E+02,-1.36E+02,103.908,-1.26E+02,72.692,1.58E+01
120,207,-1.26E+02,-1.32E+02,249.181,-1.27E+02,273.617,1.52E+01
123,207,-1.27E+02,-1.33E+02,90.645,-1.28E+02,142.604,8.14E+00
126,207,-1.25E+02,-1.31E+02,330.624,-1.26E+02,9.506,1.09E+01
129,207,-1.27E+02,-1.31E+02,145.948,-1.29E+02,219.256,3.66E+00
132,207,-1.31E+02,-1.32E+02,293.06,-1.37E+02,159.246,8.94E+00
135,207,-1.30E+02,-1.33E+02,311.537,-1.33E+02,14.274,4.30E+00
138,207,-1.32E+02,-1.33E+02,141.923,-1.45E+02,86.735,1.41E+01
141,207,-1.23E+02,-1.24E+02,174.734,-1.31E+02,172.73,3.77E+01
144,207,-1.25E+02,-1.25E+02,47.981,-1.32E+02,10.356,1.22E+01
147,207,-1.29E+02,-1.32E+02,321.952,-1.34E+02,290.212,1.13E+01
150,207,-1.30E+02,-1.30E+02,18.964,-1.47E+02,92.271,1.69E+01
153,207,-1.31E+02,-1.34E+02,79.766,-1.34E+02,91.975,1.94E+01
156,207,-1.27E+02,-1.27E+02,194.671,-1.38E+02,175.845,2.07E+01
159,207,-1.30E+02,-1.31E+02,27.226,-1.37E+02,353.687,1.23E+01
162,207,-1.24E+02,-1.25E+02,229.959,-1.31E+02,235.716,2.79E+01
165,207,-1.26E+02,-1.27E+02,348.492,-1.34E+02,331.965,1.98E+01
168,207,-1.31E+02,-1.32E+02,7.757,-1.36E+02,15.985,2.39E+01
171,207,-1.28E+02,-1.29E+02,304.609,-1.35E+02,299.951,2.97E+01
174,207,-1.19E+02,-1.20E+02,39.115,-1.25E+02,38.531,4.00E+01
177,207,-1.23E+02,-1.24E+02,246.323,-1.29E+02,246.383,4.00E+01
